,btc_row_id,btc_id,btc_dt,btc_low,btc_high,btc_open,btc_close,btc_volume,btc_macd,btc_macd_single,btc_rsi,btc_bollinger_bands_sma,btc_bollinger_bands_lower_band,btc_bollinger_bands_upper_band,btc_obv,btc_ichimoku_chikou_span,btc_ichimoku_kijun_sen,btc_ichimoku_tenkan_sen,btc_ichimoku_senkou_span_a,btc_ichimoku_senkou_span_b,btc_stoch_oscillator,btc_stoch_signal,btc_stoch_percent_j,btc_aroon_up,btc_aroon_down,btc_aroon_oscillator,btc_sma5,btc_sma10,btc_sma30,btc_ema5,btc_ema10,btc_ema30,target
614,614,BTC_USDT,2022-07-07,20281.35,21830.23,20558.37,21622.85,5881741.0,-1345.5267,-1817.0195,47.551113,20360.346,18882.316,21838.377,-882161600.0,22936.45,23047.57,20223.266,30084.484,34859.234,53.145798,66.90902,94.43545,4.0,24.0,-24.0,20385.45,20076.172,21989.684,20637.473,20465.072,22368.594,21614.56
615,615,BTC_USDT,2022-07-08,21200.0,22476.96,21629.51,21614.56,8908981.0,-1159.3105,-1685.4778,47.499573,20492.066,19060.71,21923.424,-891070590.0,22834.67,22219.875,20546.63,29327.16,33684.293,65.362335,76.537926,98.88909,4.0,20.0,-20.0,20845.86,20210.57,21703.062,20963.17,20674.07,22319.947,21593.72
616,616,BTC_USDT,2022-07-09,21343.59,21954.14,21590.08,21593.72,3197953.2,-1001.86554,-1548.7554,47.360588,20542.57,19032.727,22052.416,-894268540.0,22624.49,20435.809,20633.797,27020.41,31369.5,75.27151,82.36759,96.55976,4.0,16.0,-16.0,21118.852,20358.766,21419.406,21173.354,20841.28,22273.094,20853.71
617,617,BTC_USDT,2022-07-10,20664.23,21597.32,21591.93,20853.71,2627865.2,-926.1261,-1424.2295,42.594498,20556.467,19040.55,22072.383,-896896380.0,23197.42,20271.11,20633.797,26468.5,30817.59,76.60606,70.91266,59.525852,4.0,12.0,-8.0,21248.643,20450.91,21144.83,21066.805,20843.54,22181.52,19966.38
618,618,BTC_USDT,2022-07-11,19893.57,20853.78,20853.78,19966.38,5293086.0,-927.01605,-1324.7867,37.6959,20518.559,18983.553,22053.566,-902189500.0,22947.6,20271.11,20633.797,26051.275,30446.45,69.98745,56.682102,30.07141,4.0,8.0,-8.0,21130.244,20520.383,20863.41,20699.998,20684.057,22038.607,19329.29
619,619,BTC_USDT,2022-07-12,19251.19,20050.62,19964.97,19329.29,6193022.0,-967.9712,-1253.4237,34.617565,20486.125,18880.986,22091.262,-908382530.0,23091.53,20021.98,20768.61,25987.715,30446.45,54.90851,37.13077,1.5752908,84.0,4.0,80.0,20671.533,20528.49,20621.053,20243.094,20437.734,21863.812,20239.1
620,620,BTC_USDT,2022-07-13,18942.5,20338.52,19348.57,20239.1,10560912.0,-916.4501,-1186.0289,41.91275,20443.07,18860.084,22026.057,-897821630.0,23807.73,20021.98,20709.73,25833.14,30241.756,41.87901,31.824154,11.714441,80.0,4.0,80.0,20396.44,20621.15,20546.127,20241.764,20401.62,21758.992,20581.94
621,621,BTC_USDT,2022-07-14,19623.24,20883.66,20235.03,20581.94,4065408.8,-838.29156,-1116.4814,44.428974,20410.215,18867.922,21952.51,-893756220.0,23156.02,20227.621,20709.73,24475.234,28965.756,35.1067,36.365185,38.882145,76.0,4.0,76.0,20194.084,20656.469,20493.84,20355.154,20434.404,21683.055,20823.77
622,622,BTC_USDT,2022-07-15,20391.15,21189.18,20581.94,20823.77,4295408.5,-748.21185,-1042.8275,46.199326,20377.146,18901.543,21852.748,-889460800.0,23935.22,20546.63,20709.73,24241.447,28783.5,38.927666,48.59366,67.925644,72.0,40.0,32.0,20188.096,20718.37,20435.357,20511.36,20505.2,21627.617,21203.03
623,623,BTC_USDT,2022-07-16,20483.58,21572.24,20822.86,21203.03,4519323.5,-638.8555,-962.03314,48.946266,20384.875,18893.75,21876.002,-884941440.0,23932.67,20546.63,20709.73,24016.281,28783.5,47.118332,56.39616,74.95181,68.0,36.0,32.0,20435.426,20782.836,20462.287,20741.916,20632.076,21600.225,20790.15
624,624,BTC_USDT,2022-07-17,20740.0,21651.13,21192.53,20790.15,3826222.0,-578.8334,-885.3932,46.181847,20387.87,18893.744,21881.992,-888767680.0,24400.83,20546.63,20448.32,23602.434,28783.5,54.20444,57.623505,64.46163,64.0,32.0,32.0,20727.598,20699.564,20473.418,20757.994,20660.818,21547.96,22464.36
625,625,BTC_USDT,2022-07-18,20768.94,22756.0,20790.11,22464.36,7141704.5,-391.6559,-786.64575,56.82929,20497.559,18752.883,22242.232,-881625980.0,24402.45,20686.15,20849.25,22710.4,28783.5,61.347607,70.023155,87.37425,100.0,28.0,72.0,21172.65,20784.545,20589.56,21326.783,20988.734,21607.084,23399.15
626,626,BTC_USDT,2022-07-19,21596.83,23794.0,22445.3,23399.15,8434621.0,-165.97337,-662.5113,61.41894,20661.928,18519.521,22804.332,-873191360.0,24322.86,21205.15,21368.25,22628.05,28783.5,68.82544,78.82967,98.83813,100.0,24.0,76.0,21736.092,20965.088,20683.41,22017.572,21426.992,21722.701,23218.67
627,627,BTC_USDT,2022-07-20,22930.0,24256.9,23408.55,23218.67,4842564.0,-1.662431,-530.3415,60.090637,20826.248,18442.385,23210.11,-878033920.0,24101.84,21436.602,21599.7,22628.05,28783.5,79.02622,88.225845,106.625084,100.0,20.0,80.0,22215.072,21201.584,20771.506,22417.938,21752.752,21819.215,23149.67
628,628,BTC_USDT,2022-07-21,22351.89,23418.82,23215.18,23149.67,4184933.5,121.585884,-399.95602,59.560295,21020.148,18544.523,23495.773,-882218880.0,23865.56,21436.602,21599.7,22314.225,28695.205,83.62857,83.83019,84.233444,96.0,16.0,80.0,22604.4,21519.912,20852.344,22661.848,22006.736,21905.05,22682.06
629,629,BTC_USDT,2022-07-22,22515.73,23737.08,23146.81,22682.06,4510801.0,179.46019,-284.07278,55.956043,21191.84,18755.604,23628.076,-886729660.0,23333.99,21436.602,21940.07,22244.082,27110.72,82.907104,76.66528,64.18163,92.0,12.0,80.0,22982.781,21855.19,20942.479,22668.586,22129.523,21955.18,22456.49
630,630,BTC_USDT,2022-07-23,21960.67,22991.36,22678.51,22456.49,5161666.0,204.76395,-186.30544,54.250565,21349.04,19014.54,23683.54,-891891330.0,23199.22,21436.602,22324.025,22291.686,26849.475,77.46005,71.88469,60.73396,88.0,8.0,80.0,22981.209,22076.93,20987.69,22597.887,22188.97,21987.523,22585.67
631,631,BTC_USDT,2022-07-24,22276.39,23011.47,22459.28,22585.67,7447759.5,232.56029,-102.53229,55.094666,21466.885,19132.535,23801.234,-884443580.0,20841.61,21436.602,22370.24,22709.273,26537.3,72.299034,68.34713,60.443325,84.0,4.0,80.0,22818.512,22277.303,21032.578,22593.814,22261.098,22026.113,21298.57
632,632,BTC_USDT,2022-07-25,21275.0,22660.24,22583.96,21298.57,5259472.5,149.01317,-52.223198,45.989822,21521.576,19257.885,23785.266,-889703040.0,21136.38,21436.602,22498.45,22744.64,25899.55,66.63378,59.669514,45.740982,80.0,4.0,80.0,22434.492,22324.781,21026.357,22162.066,22086.094,21979.174,21253.38
633,633,BTC_USDT,2022-07-26,20734.39,21335.81,21298.57,21253.38,4441561.5,78.253006,-26.127956,45.704243,21556.326,19331.85,23780.803,-894144580.0,21521.57,21523.766,22495.645,22451.191,25094.33,60.046646,52.12329,36.27658,76.0,8.0,68.0,22055.234,22329.816,21033.19,21859.172,21934.691,21932.35,22956.38
634,634,BTC_USDT,2022-07-27,21046.58,23086.05,21251.86,22956.38,6741119.5,157.77422,10.652478,56.633366,21623.002,19316.13,23929.875,-887403460.0,21400.73,21523.766,22495.645,22451.191,24984.99,55.0143,53.250095,49.72169,72.0,4.0,68.0,22110.098,22546.44,21107.393,22224.908,22120.453,21998.416,23850.6
635,635,BTC_USDT,2022-07-28,22609.03,24181.91,22968.88,23850.6,4761193.5,289.61285,66.44455,61.065086,21734.805,19231.988,24237.621,-882642300.0,21522.47,21523.766,22495.645,22405.105,24984.99,57.89183,68.30211,89.12266,68.0,4.0,68.0,22388.92,22685.064,21226.727,22766.805,22435.025,22117.912,23771.7
636,636,BTC_USDT,2022-07-29,23438.93,24446.37,23842.83,23771.7,5500684.0,383.31076,129.8178,60.47782,21843.703,19189.941,24497.467,-888142980.0,21370.39,21694.434,22590.379,22341.545,24984.99,67.672714,81.465935,109.05238,100.0,36.0,64.0,22626.127,22722.318,21348.725,23101.77,22678.057,22224.607,23638.52
637,637,BTC_USDT,2022-07-30,23516.0,24647.5,23776.45,23638.52,3851678.2,441.72855,192.19995,59.438732,21982.943,19260.232,24705.656,-891994620.0,21562.58,21795.0,22690.945,22186.97,24984.99,77.331566,82.22666,92.016846,100.0,32.0,68.0,23094.115,22764.305,21472.266,23280.686,22852.686,22315.828,23302.51
638,638,BTC_USDT,2022-07-31,23223.68,24169.73,23640.0,23302.51,2516970.0,455.65933,244.89183,56.78773,22149.75,19535.021,24764.48,-894511620.0,20256.14,21795.0,22690.945,22020.053,24984.99,79.32185,74.27295,64.175156,96.0,28.0,68.0,23503.941,22779.588,21606.629,23287.96,22934.473,22379.484,23287.55
639,639,BTC_USDT,2022-08-01,23257.36,23294.0,23292.9,23287.55,1945.06,460.18777,287.95102,56.666557,22347.664,20035.078,24660.248,-894513540.0,20035.03,21795.0,22690.945,21703.045,24984.99,74.95435,68.363434,55.181614,92.0,24.0,68.0,23570.176,22840.137,21741.273,23287.824,22998.668,22438.07,22936.45
640,640,BTC_USDT,2022-08-02,22300.0,23350.0,23349.98,22936.45,981530.2,430.48328,316.45746,53.766705,22482.531,20371.744,24593.316,-895495100.0,19562.36,21795.0,22690.945,21635.418,24984.99,68.339775,62.38294,50.469265,88.0,20.0,68.0,23387.346,22888.133,21862.07,23170.7,22987.355,22470.223,22834.67
641,641,BTC_USDT,2022-08-03,22650.0,24500.0,22948.04,22834.67,1700202.5,394.18558,332.00308,52.92125,22595.168,20669.805,24520.53,-897195330.0,20294.92,21795.0,22690.945,21383.254,24984.99,63.048027,58.397705,49.097057,84.0,16.0,68.0,23199.94,22913.033,21948.934,23058.69,22959.596,22493.736,22624.49
642,642,BTC_USDT,2022-08-04,22441.9,23200.0,22800.0,22624.49,1257507.6,344.48862,334.50018,51.13313,22685.203,20939.582,24430.826,-898452800.0,19795.36,21795.0,22847.04,20534.803,24984.99,57.843384,52.749504,42.561752,80.0,12.0,68.0,22997.135,23045.625,22029.592,22913.957,22898.666,22502.172,23197.42
643,643,BTC_USDT,2022-08-05,22609.09,23420.0,22624.49,23197.42,8675317.0,347.33023,337.0662,55.542774,22784.924,21166.12,24403.727,-889777470.0,20055.11,21795.0,23473.75,20452.453,24984.99,55.373253,54.972553,54.171146,76.0,8.0,68.0,22976.115,23240.03,22117.56,23008.443,22952.986,22547.025,22947.6
644,644,BTC_USDT,2022-08-06,22832.27,23252.89,23197.45,22947.6,17731664.0,325.6697,334.7869,53.284878,22892.795,21557.338,24228.254,-907509180.0,20127.61,21795.0,23473.75,20452.453,24984.99,54.552197,55.93453,58.699196,72.0,4.0,68.0,22908.125,23239.15,22161.719,22988.162,22952.006,22572.87,23091.53
645,645,BTC_USDT,2022-08-07,22837.0,23355.73,22947.6,23091.53,13212640.0,316.46945,331.1234,54.43415,22924.154,21601.014,24247.295,-894296510.0,19952.43,21795.0,23473.75,20395.295,24984.99,56.940006,59.91294,65.85881,68.0,4.0,68.0,22939.143,23163.244,22210.951,23022.62,22977.375,22606.332,23807.73
646,646,BTC_USDT,2022-08-08,23104.81,24192.1,23111.33,23807.73,16118130.0,362.78763,337.45627,59.74166,22944.582,21580.746,24308.42,-878178370.0,19828.29,22135.371,23400.0,20365.855,24984.99,60.319756,65.11179,74.69588,64.0,4.0,64.0,23133.754,23166.848,22284.752,23284.322,23128.348,22683.842,23156.02
647,647,BTC_USDT,2022-08-09,22950.53,23855.4,23807.9,23156.02,17772658.0,342.95413,338.55585,53.621094,22941.451,21579.861,24303.041,-895951040.0,19995.8,22519.324,23400.0,20468.676,24984.99,63.603485,65.78571,70.15016,60.0,4.0,60.0,23240.06,23118.598,22361.494,23241.555,23133.379,22714.305,23935.22
648,648,BTC_USDT,2022-08-10,22700.0,24165.99,23156.03,23935.22,22652220.0,385.66525,347.97772,59.026154,22980.729,21553.633,24407.824,-873298820.0,19786.69,22565.54,23400.0,20628.18,24984.99,66.60785,68.92604,73.56242,56.0,4.0,56.0,23387.62,23181.867,22493.79,23472.777,23279.168,22793.072,23932.67
649,649,BTC_USDT,2022-08-11,23844.35,24875.99,23963.79,23932.67,15604258.0,414.52988,361.28815,59.00191,23043.258,21565.3,24521.217,-888903100.0,18784.19,22805.191,23658.945,20628.18,24984.99,66.19489,63.87294,59.229027,100.0,36.0,64.0,23584.635,23246.379,22647.236,23626.074,23397.986,22866.596,24400.83
650,650,BTC_USDT,2022-08-12,23606.21,24426.36,23932.7,24400.83,3685202.5,469.76672,382.98386,62.08002,23140.475,21576.412,24704.54,-885217860.0,19280.18,22805.191,23658.945,20497.477,24984.99,68.10994,71.53084,78.37264,96.0,32.0,64.0,23846.494,23392.818,22785.96,23884.326,23580.322,22965.578,24402.45
651,651,BTC_USDT,2022-08-13,24286.27,24845.0,24385.04,24402.45,2590134.0,507.81915,407.95093,62.090622,23231.314,21597.227,24865.402,-882627710.0,19317.93,22805.191,23742.54,20767.7,24984.99,70.307,75.51723,85.937675,92.0,28.0,64.0,23965.438,23549.596,22913.31,24057.033,23729.799,23058.28,24322.86
652,652,BTC_USDT,2022-08-14,24168.21,25026.0,24424.97,24322.86,3251544.2,525.49615,431.45996,61.185143,23382.53,21943.79,24821.27,-885879300.0,21363.67,22880.195,23863.0,21286.7,24984.99,75.391304,79.12585,86.59493,100.0,24.0,76.0,24198.807,23719.434,23029.947,24145.643,23837.629,23139.865,24101.84
653,653,BTC_USDT,2022-08-15,23786.8,25190.0,24301.4,24101.84,4614397.5,515.7259,448.31314,58.62823,23524.951,22436.07,24613.834,-890493700.0,21647.82,22962.195,23945.0,21518.15,24984.99,75.78888,72.72356,66.59291,100.0,20.0,80.0,24232.129,23809.875,23126.574,24131.041,23885.668,23201.928,23865.56
654,654,BTC_USDT,2022-08-16,23693.27,24258.1,24092.9,23865.56,3563113.2,483.34543,455.3196,55.93701,23570.41,22504.604,24636.219,-894056770.0,21831.09,22962.195,23945.0,21518.15,24984.99,71.54522,62.786266,45.268353,96.0,16.0,80.0,24218.707,23901.672,23229.088,24042.549,23882.012,23244.744,23333.99
655,655,BTC_USDT,2022-08-17,23157.38,24425.74,23864.06,23333.99,10116957.0,410.06342,446.26837,50.338623,23544.58,22482.152,24607.008,-904173760.0,22398.11,22962.195,23945.0,21688.336,24768.164,61.460464,48.871574,23.693792,92.0,12.0,80.0,24005.34,23925.918,23258.074,23806.361,23782.371,23250.502,23199.22
656,656,BTC_USDT,2022-08-18,23120.0,23587.0,23331.4,23199.22,4234783.5,337.22482,424.45966,48.99965,23515.957,22448.71,24583.203,-908408510.0,20177.16,22962.195,23945.0,21880.312,24657.73,49.1229,35.71085,8.886753,88.0,8.0,80.0,23764.693,23865.066,23251.41,23603.982,23676.344,23247.193,20841.61
657,657,BTC_USDT,2022-08-19,20800.0,23203.22,23189.25,20841.61,16488153.0,88.24298,357.2163,32.642193,23376.111,21798.705,24953.518,-924896700.0,20221.54,22962.195,22995.0,21903.42,24657.73,34.44693,18.75837,-12.618753,84.0,4.0,80.0,23068.443,23633.625,23172.176,22683.191,23160.938,23091.994,21136.38
658,658,BTC_USDT,2022-08-20,20764.85,21373.69,20849.84,21136.38,10187073.0,-84.31936,268.90918,35.539627,23267.805,21412.143,25123.467,-914709630.0,19702.71,22962.195,22977.426,21967.525,24657.73,21.735178,10.736315,-11.26141,80.0,4.0,80.0,22475.352,23353.74,23105.066,22167.588,22792.836,22965.826,21521.57
659,659,BTC_USDT,2022-08-21,21077.55,21766.71,21138.5,21521.57,8991501.0,-187.8295,177.56145,39.218945,23179.506,21173.992,25185.02,-905718140.0,19799.88,22977.426,22977.426,22009.705,24657.73,12.769803,8.814725,0.9045682,76.0,96.0,-20.0,22006.555,23112.63,23066.383,21952.248,22561.697,22872.648,21400.73
660,660,BTC_USDT,2022-08-22,20906.8,21536.62,21522.65,21400.73,9601260.0,-276.42633,86.76389,38.47696,23102.719,20953.418,25252.02,-915319360.0,20109.03,22977.426,22977.426,22009.705,24657.73,10.946575,13.288685,17.972904,72.0,92.0,-20.0,21619.902,22812.621,23031.191,21768.408,22350.611,22777.686,21522.47
661,661,BTC_USDT,2022-08-23,20897.11,21678.02,21398.58,21522.47,9282845.0,-332.97818,2.8154795,39.714394,23037.11,20781.596,25292.623,-906036540.0,19413.8,22977.426,22977.426,22009.705,24565.559,12.766798,16.196983,23.057356,68.0,88.0,-20.0,21284.553,22524.623,22995.75,21686.43,22200.041,22696.703,21370.39
662,662,BTC_USDT,2022-08-24,21155.0,21885.58,21525.34,21370.39,23904966.0,-385.62228,-74.87208,38.668087,22974.404,20609.42,25339.389,-929941500.0,19532.36,22977.426,22595.295,22142.406,24438.441,14.847954,15.058192,15.47867,64.0,84.0,-20.0,21390.309,22229.377,22998.145,21581.084,22049.195,22611.135,21562.58
663,663,BTC_USDT,2022-08-25,21318.54,21811.68,21367.62,21562.58,4626221.0,-407.14178,-141.32602,40.791042,22892.662,20452.35,25332.977,-925315260.0,18872.41,22977.426,22595.295,22242.973,24129.29,15.844177,16.277357,17.143715,60.0,80.0,-20.0,21475.549,21975.451,23008.451,21574.916,21960.72,22543.486,20256.14
664,664,BTC_USDT,2022-08-26,20117.84,21862.66,21553.7,20256.14,12601887.0,-523.57935,-217.77669,32.544426,22758.09,20061.363,25454.816,-937917180.0,18454.36,22653.92,21852.42,22242.973,23965.48,14.271621,11.479312,5.8946953,56.0,100.0,-44.0,21222.463,21614.508,22918.443,21135.324,21650.797,22395.916,20035.03
665,665,BTC_USDT,2022-08-27,19820.87,20366.18,20244.27,20035.03,9557583.0,-626.4772,-299.51678,31.387838,22605.266,19665.93,25544.6,-947474750.0,19403.09,22505.434,21512.045,22242.973,23497.906,12.0014,8.24753,0.73979,52.0,100.0,-48.0,20949.322,21284.613,22791.258,20768.559,21357.021,22243.6,19562.36
666,666,BTC_USDT,2022-08-28,19537.16,20155.57,20033.57,19562.36,3952484.0,-737.6617,-387.14578,29.014048,22392.996,19227.223,25558.77,-951427200.0,19287.78,22363.58,20711.371,22242.973,23047.57,7.3713,2.3870583,-7.5814257,48.0,100.0,-52.0,20557.3,20920.926,22650.947,20366.492,21030.719,22070.617,20294.92
667,667,BTC_USDT,2022-08-29,19559.7,20420.08,19563.74,20294.92,7611476.0,-757.92773,-461.30215,36.9701,22249.941,18978.21,25521.67,-943815740.0,18924.37,22363.58,20711.371,22242.973,22219.875,5.7598763,6.6450405,8.415369,44.0,96.0,-52.0,20342.205,20866.258,22539.492,20342.635,20896.938,21956.057,19795.36
668,668,BTC_USDT,2022-08-30,19553.85,20576.76,20290.05,19795.36,7350452.5,-805.01935,-530.0456,34.1585,22042.947,18700.824,25385.072,-951166210.0,18803.87,22363.58,20711.371,22321.02,21107.25,5.3693743,7.076024,10.489324,40.0,92.0,-52.0,19988.762,20732.154,22422.588,20160.209,20696.65,21816.656,20055.11
669,669,BTC_USDT,2022-08-31,19810.39,20479.99,19810.39,20055.11,8445134.0,-812.01965,-586.4404,36.847824,21849.07,18518.076,25180.064,-942721090.0,19226.31,22363.58,20711.371,22634.375,21107.25,8.303873,11.190556,16.96392,36.0,88.0,-52.0,19948.555,20585.51,22314.84,20125.176,20580.006,21703.008,20127.61
670,670,BTC_USDT,2022-09-01,19570.8,20204.12,20047.83,20127.61,7811114.0,-802.467,-629.64575,37.613773,21635.408,18441.146,24829.672,-934909950.0,19080.16,22363.58,20711.371,22634.375,21107.25,9.886291,11.392293,14.404298,32.0,84.0,-52.0,19967.072,20458.197,22221.213,20125.988,20497.752,21601.37,19952.43
671,671,BTC_USDT,2022-09-02,19762.71,20434.45,20133.66,19952.43,6347077.5,-799.81226,-663.679,36.46299,21412.908,18406.172,24419.645,-941257020.0,19409.99,22363.58,20699.91,22634.375,21107.25,12.702964,15.526044,21.172203,28.0,80.0,-52.0,20045.086,20301.193,22125.137,20068.135,20398.604,21494.986,19828.29
672,672,BTC_USDT,2022-09-03,19660.04,20047.12,19952.42,19828.29,4347502.0,-798.52057,-690.64734,35.631054,21188.18,18422.842,23953.518,-945604540.0,19585.77,22363.58,20699.91,22767.686,21107.25,14.104507,15.395185,17.976542,24.0,76.0,-52.0,19951.76,20146.982,22031.93,19988.186,20294.91,21387.457,19995.8
673,673,BTC_USDT,2022-09-04,19589.49,20012.03,19828.3,19995.8,3589659.5,-775.0459,-707.52704,37.696743,20982.877,18520.162,23445.594,-942014910.0,19421.94,22363.58,20056.96,22959.662,21312.89,15.819242,16.536495,17.971003,20.0,72.0,-52.0,19991.848,19990.305,21925.21,19990.725,20240.525,21297.674,19786.69
674,674,BTC_USDT,2022-09-05,19644.41,20054.6,19998.75,19786.69,4632221.0,-764.50287,-718.9222,36.137672,20778.934,18652.248,22905.621,-946647100.0,19305.78,22363.58,20056.96,22982.77,21631.9,15.37189,14.183989,11.808186,16.0,68.0,-52.0,19938.164,19943.36,21819.846,19922.713,20158.01,21200.19,18784.19
675,675,BTC_USDT,2022-09-06,18666.0,20170.87,19795.95,18784.19,10498504.0,-827.50183,-740.6381,29.779037,20551.443,18600.564,22502.322,-957145600.0,19055.32,21928.0,19621.379,23232.068,21746.145,13.99862,11.275374,5.8288856,12.0,100.0,-88.0,19669.48,19818.275,21676.268,19543.205,19908.225,21044.318,19280.18
676,676,BTC_USDT,2022-09-07,18534.83,19446.12,18787.96,19280.18,7502394.0,-827.86365,-758.08325,35.79805,20355.492,18751.305,21959.68,-949643200.0,19625.11,21862.414,19555.795,23232.068,21746.145,12.563547,12.231279,11.566742,8.0,100.0,-92.0,19535.03,19790.059,21525.35,19455.53,19794.035,20930.504,19317.93
677,677,BTC_USDT,2022-09-08,19014.13,19446.38,19289.05,19317.93,5779882.5,-815.7014,-769.6069,36.245964,20279.309,18630.598,21928.018,-943863360.0,20333.74,21862.414,19507.41,23273.865,21746.145,13.346692,16.53342,22.90688,4.0,96.0,-92.0,19432.957,19692.36,21397.414,19409.664,19707.47,20826.467,21363.67
678,678,BTC_USDT,2022-09-09,19293.83,21588.39,19316.96,21363.67,11122940.0,-633.68384,-742.42224,54.693104,20290.672,18615.564,21965.78,-932740420.0,20155.41,21862.414,20061.61,23371.598,21821.15,24.984901,46.190002,88.600204,4.0,92.0,-92.0,19706.531,19849.19,21311.695,20060.998,20008.598,20861.125,21647.82
679,679,BTC_USDT,2022-09-10,21119.0,21798.92,21362.1,21647.82,8870981.0,-461.18878,-686.1756,56.57271,20296.984,18602.531,21991.438,-923869380.0,19960.0,21480.285,20166.875,23453.598,21903.15,44.41263,70.514465,122.71813,4.0,88.0,-84.0,20078.758,20008.46,21235.533,20589.94,20306.639,20911.879,21831.09
680,680,BTC_USDT,2022-09-11,21356.01,21849.38,21645.65,21831.09,6452898.0,-306.16757,-610.17395,57.789047,20318.502,18558.854,22078.152,-917416510.0,19524.05,21480.285,20192.105,23453.598,21903.15,70.84145,95.8199,145.7768,4.0,84.0,-84.0,20688.139,20178.809,21149.875,21003.656,20583.81,20971.184,22398.11
681,681,BTC_USDT,2022-09-12,21550.32,22464.3,21822.39,22398.11,9715487.0,-135.99077,-515.33734,61.39202,20362.285,18448.193,22276.375,-907700990.0,19409.26,21060.914,20499.566,23453.598,21903.15,88.01529,97.71151,117.10394,4.0,80.0,-80.0,21311.725,20423.377,21083.064,21468.475,20913.684,21063.242,20177.16
682,682,BTC_USDT,2022-09-13,19901.93,22785.26,22397.0,20177.16,15733851.0,-178.28137,-447.92615,45.13958,20302.623,18444.371,22160.875,-923434880.0,19443.0,20869.025,20660.045,23453.598,21903.15,90.77745,78.80094,54.847927,4.0,76.0,-76.0,21483.57,20458.264,20944.875,21038.035,20779.77,21006.076,20221.54
683,683,BTC_USDT,2022-09-14,19640.84,20528.4,20177.16,20221.54,8643590.0,-205.84314,-399.50955,45.450336,20235.57,18469.52,22001.623,-914791300.0,19131.85,20660.045,20660.045,22978.598,21903.15,78.46392,58.879307,19.710087,96.0,72.0,24.0,21255.145,20480.838,20815.531,20765.871,20678.273,20955.46,19702.71
684,684,BTC_USDT,2022-09-15,19501.0,20325.08,20216.09,19702.71,9924766.0,-266.4793,-372.9035,42.42473,20207.9,18426.727,21989.072,-924716030.0,19060.57,20660.045,20660.045,22969.81,21903.15,57.64888,35.266396,-9.49858,92.0,68.0,24.0,20866.121,20472.44,20676.77,20411.484,20500.898,20874.639,19799.88
685,685,BTC_USDT,2022-09-16,19338.16,19885.03,19702.9,19799.88,7173274.0,-303.19806,-358.9624,43.18753,20196.143,18407.47,21984.812,-917542780.0,19155.55,20660.045,20899.695,22977.426,21990.316,42.151115,32.30764,12.620692,88.0,64.0,24.0,20459.88,20574.01,20558.965,20207.615,20373.441,20805.299,20109.03
686,686,BTC_USDT,2022-09-17,19755.46,20181.92,19795.73,20109.03,4904331.5,-303.84964,-347.93985,45.65448,20223.477,18457.822,21989.13,-912638460.0,19374.19,20660.045,21039.545,22977.426,21990.316,32.99978,31.4253,28.276344,84.0,60.0,24.0,20002.064,20656.895,20455.959,20174.754,20325.365,20760.379,19413.8
687,687,BTC_USDT,2022-09-18,19341.67,20109.03,20109.03,19413.8,5388570.0,-356.35727,-349.62332,41.31019,20179.42,18379.457,21979.383,-918027010.0,19180.82,20660.045,21061.71,22977.426,21990.316,30.964169,29.159567,25.550364,80.0,56.0,24.0,19849.393,20666.48,20408.365,19921.104,20159.627,20673.502,19532.36
688,688,BTC_USDT,2022-09-19,18246.98,19675.65,19407.33,19532.36,9329245.0,-383.97702,-356.49408,42.3182,20166.27,18351.494,21981.045,-908697790.0,19070.17,20516.121,20516.121,22786.36,22066.25,29.75483,28.679619,26.529198,76.0,100.0,-24.0,19711.557,20483.35,20354.898,19791.521,20045.578,20599.88,18872.41
689,689,BTC_USDT,2022-09-20,18725.5,19631.26,19534.42,18872.41,7516635.5,-453.88614,-375.97247,38.367886,20107.135,18206.67,22007.6,-916214400.0,19258.67,20516.121,20516.121,22786.36,22066.25,26.255709,20.927942,10.272408,72.0,96.0,-24.0,19545.496,20205.809,20266.594,19485.15,19832.275,20488.432,18454.36
690,690,BTC_USDT,2022-09-21,18152.68,19911.94,18870.56,18454.36,16691227.0,-536.83453,-408.1449,36.070866,20023.473,17991.229,22055.717,-932905600.0,19548.95,20468.969,20468.969,22253.17,22066.25,21.937674,16.205462,4.7410364,68.0,100.0,-32.0,19276.393,19868.137,20168.38,19141.555,19581.744,20357.201,19403.09
691,691,BTC_USDT,2022-09-22,18356.25,19533.66,18447.24,19403.09,8779082.0,-520.02264,-430.52045,44.230846,19996.006,17945.893,22046.12,-924126530.0,19328.19,20468.969,19340.54,22008.74,22066.25,17.63169,15.761665,12.021617,64.0,96.0,-32.0,19135.203,19568.635,20097.734,19228.732,19549.262,20295.645,19287.78
692,692,BTC_USDT,2022-09-23,18544.38,19491.63,19403.58,19287.78,9499014.0,-510.12326,-446.441,43.50402,19968.98,17896.605,22041.354,-933625540.0,19125.17,20468.969,19238.879,21537.475,22066.25,17.100857,19.335442,23.804613,60.0,92.0,-32.0,19110.0,19479.695,20028.314,19248.414,19501.72,20230.621,18924.37
693,693,BTC_USDT,2022-09-24,18816.67,19304.18,19282.2,18924.37,3897527.8,-525.54395,-462.2616,41.205875,19915.408,17793.77,22037.049,-937523070.0,19050.84,20468.969,19167.3,21537.475,22066.25,19.271488,22.717356,29.609095,56.0,88.0,-32.0,18988.402,19349.979,19940.373,19140.4,19396.746,20146.348,18803.87
